id,tokens,slots,intent
train-01536,BOS what flights are between boston and atlanta on july thirty first EOS,O O O O O B-fromloc.city_name O B-toloc.city_name O B-depart_date.month_name B-depart_date.day_number I-depart_date.day_number O,atis_flight
train-00930,BOS what is fare code q EOS,O O O O O B-fare_basis_code O,atis_abbreviation
train-03085,BOS please list only united airlines flights between denver and boston EOS,O O O O B-airline_name I-airline_name O O B-fromloc.city_name O B-toloc.city_name O,atis_flight
train-02282,BOS on united airlines flying from denver to san francisco before 10 am what type of aircraft is used EOS,O O B-airline_name I-airline_name O O B-fromloc.city_name O B-toloc.city_name I-toloc.city_name B-depart_time.time_relative B-depart_time.time I-depart_time.time O O O O O O O,atis_flight
train-02586,BOS find the cheapest one way fare from boston to san francisco EOS,O O O B-cost_relative B-round_trip I-round_trip O O B-fromloc.city_name O B-toloc.city_name I-toloc.city_name O,atis_airfare
train-01824,BOS show me the nonstop flights from dallas to houston EOS,O O O O B-flight_stop O O B-fromloc.city_name O B-toloc.city_name O,atis_flight
train-00772,BOS i'd like information on the least expensive airfare round trip from pittsburgh to boston EOS,O O O O O O B-cost_relative I-cost_relative O B-round_trip I-round_trip O B-fromloc.city_name O B-toloc.city_name O,atis_airfare
train-03133,BOS what flights go from charlotte to baltimore in the morning EOS,O O O O O B-fromloc.city_name O B-toloc.city_name O O B-depart_time.period_of_day O,atis_flight
train-01292,BOS is there a flight tomorrow morning from columbus to nashville EOS,O O O O O B-depart_date.today_relative B-depart_time.period_of_day O B-fromloc.city_name O B-toloc.city_name O,atis_flight
train-03035,BOS oh let's see does eastern airline have a flight from atlanta to washington EOS,O O O O O B-airline_name I-airline_name O O O O B-fromloc.city_name O B-toloc.city_name O,atis_flight
train-02246,BOS i would like to leave around 7 o'clock in the morning EOS,O O O O O O B-depart_time.time_relative B-depart_time.time I-depart_time.time O O B-depart_time.period_of_day O,atis_flight
train-02946,BOS what are the prices of the flights from dallas to baltimore EOS,O O O O O O O O O B-fromloc.city_name O B-toloc.city_name O,atis_airfare
train-00386,BOS what is the total seating capacity of all aircraft of american airlines EOS,O O O O B-mod O O O O O O B-airline_name I-airline_name O,atis_capacity
train-01330,BOS what flights from kansas city to atlanta arriving before 10 am on monday EOS,O O O O B-fromloc.city_name I-fromloc.city_name O B-toloc.city_name O B-arrive_time.time_relative B-arrive_time.time I-arrive_time.time O B-arrive_date.day_name O,atis_flight
train-03441,BOS what flights go from san francisco to denver on mondays EOS,O O O O O B-fromloc.city_name I-fromloc.city_name O B-toloc.city_name O B-depart_date.day_name O,atis_flight
train-02052,BOS in atlanta i would like information on ground transportation EOS,O O B-city_name O O O O O O O O,atis_ground_service
train-01938,BOS what is the earliest flight from philadelphia to dallas first class EOS,O O O O B-flight_mod O O B-fromloc.city_name O B-toloc.city_name B-class_type I-class_type O,atis_flight
train-00291,BOS show me the flight schedule from pittsburgh to san francisco EOS,O O O O B-flight_time I-flight_time O B-fromloc.city_name O B-toloc.city_name I-toloc.city_name O,atis_flight_time
train-00022,BOS which airport is closest to ontario california EOS,O O O O B-mod O B-city_name B-state_name O,atis_airport
train-02909,BOS what are the flights from indianapolis to san diego on wednesday the twelfth EOS,O O O O O O B-fromloc.city_name O B-toloc.city_name I-toloc.city_name O B-depart_date.day_name O B-depart_date.day_number O,atis_flight
train-01035,BOS i want to fly from miami to chicago on american airlines and arrive at around 5 o'clock in the afternoon show me all flights EOS,O O O O O O B-fromloc.city_name O B-toloc.city_name O B-airline_name I-airline_name O O O B-arrive_time.time_relative B-arrive_time.time I-arrive_time.time O O B-arrive_time.period_of_day O O O O O,atis_flight
train-02708,BOS houston to dallas before midnight EOS,O B-fromloc.city_name O B-toloc.city_name B-depart_time.time_relative B-depart_time.period_of_day O,atis_flight
train-00914,BOS what is the meaning of fare code qx and qw EOS,O O O O O O O O B-fare_basis_code O B-fare_basis_code O,atis_abbreviation
train-02865,BOS please list all the flights from kansas city to chicago on june sixteenth EOS,O O O O O O O B-fromloc.city_name I-fromloc.city_name O B-toloc.city_name O B-depart_date.month_name B-depart_date.day_number O,atis_flight
train-01141,BOS is the american flight 813 from boston to oakland a nonstop flight EOS,O O O B-airline_name O B-flight_number O B-fromloc.city_name O B-toloc.city_name O B-flight_stop O O,atis_flight
train-03775,BOS looking for a flight from toronto to san diego EOS,O O O O O O B-fromloc.city_name O B-toloc.city_name I-toloc.city_name O,atis_flight
train-03299,BOS flights newark to los angeles wednesday morning EOS,O O B-fromloc.city_name O B-toloc.city_name I-toloc.city_name B-depart_date.day_name B-depart_time.period_of_day O,atis_flight
train-00749,BOS please give me all the flights from long beach california to memphis tennessee EOS,O O O O O O O O B-fromloc.city_name I-fromloc.city_name B-fromloc.state_name O B-toloc.city_name B-toloc.state_name O,atis_flight
train-01709,BOS show me the cheapest round trip between st. petersburg and detroit that arrives before 7 pm EOS,O O O O B-cost_relative B-round_trip I-round_trip O B-fromloc.city_name I-fromloc.city_name O B-toloc.city_name O O B-arrive_time.time_relative B-arrive_time.time I-arrive_time.time O,atis_flight
train-03086,BOS a flight on continental airlines leaving boston and going to denver EOS,O O O O B-airline_name I-airline_name O B-fromloc.city_name O O O B-toloc.city_name O,atis_flight
train-00014,BOS i need a flight from toronto to san diego with a layover in washington dc on air canada EOS,O O O O O O B-fromloc.city_name O B-toloc.city_name I-toloc.city_name O O O O B-stoploc.city_name B-stoploc.state_code O B-airline_name I-airline_name O,atis_flight
train-01478,BOS please list the flights from toronto to washington dc EOS,O O O O O O B-fromloc.city_name O B-toloc.city_name B-toloc.state_code O,atis_flight
train-01766,BOS which airlines have flights from denver to pittsburgh EOS,O O O O O O B-fromloc.city_name O B-toloc.city_name O,atis_airline
train-01671,BOS on tuesday i'd like to find a flight from detroit to st. petersburg that arrives before 10 pm EOS,O O B-depart_date.day_name O O O O O O O B-fromloc.city_name O B-toloc.city_name I-toloc.city_name O O B-arrive_time.time_relative B-arrive_time.time I-arrive_time.time O,atis_flight
train-02475,BOS thanks and what's the last flight back from washington to boston EOS,O O O O O B-flight_mod O O O B-fromloc.city_name O B-toloc.city_name O,atis_flight
train-03990,BOS show me all flights from indianapolis EOS,O O O O O O B-fromloc.city_name O,atis_flight
train-01760,BOS which airlines have flights from san francisco to washington by way of indianapolis EOS,O O O O O O B-fromloc.city_name I-fromloc.city_name O B-toloc.city_name O O O B-stoploc.city_name O,atis_airline
train-04205,BOS what flights are there from houston to dallas EOS,O O O O O O B-fromloc.city_name O B-toloc.city_name O,atis_flight
train-01180,BOS list types of aircraft that connect boston and san francisco EOS,O O O O O O O B-fromloc.city_name O B-toloc.city_name I-toloc.city_name O,atis_aircraft
train-02283,BOS show me one way flights from tampa to st. louis departing before 10 am EOS,O O O B-round_trip I-round_trip O O B-fromloc.city_name O B-toloc.city_name I-toloc.city_name O B-depart_time.time_relative B-depart_time.time I-depart_time.time O,atis_flight
train-01505,BOS hi i need to go from cincinnati to san jose california after 6 pm on saturday EOS,O O O O O O O B-fromloc.city_name O B-toloc.city_name I-toloc.city_name B-toloc.state_name B-depart_time.time_relative B-depart_time.time I-depart_time.time O B-depart_date.day_name O,atis_flight
train-03142,BOS los angeles to pittsburgh afternoon tuesday EOS,O B-fromloc.city_name I-fromloc.city_name O B-toloc.city_name B-depart_time.period_of_day B-depart_date.day_name O,atis_flight
train-03780,BOS i would like to fly from pittsburgh to san francisco EOS,O O O O O O O B-fromloc.city_name O B-toloc.city_name I-toloc.city_name O,atis_flight
train-00103,BOS please find all the flights from cincinnati to any airport in the new york city area that arrive next saturday before 6 pm EOS,O O O O O O O B-fromloc.city_name O O O O O B-toloc.city_name I-toloc.city_name I-toloc.city_name O O O B-arrive_date.date_relative B-arrive_date.day_name B-arrive_time.time_relative B-arrive_time.time I-arrive_time.time O,atis_flight
train-03093,BOS show me us air flights from san francisco to pittsburgh on tuesday EOS,O O O B-airline_name I-airline_name O O B-fromloc.city_name I-fromloc.city_name O B-toloc.city_name O B-depart_date.day_name O,atis_flight
train-02243,BOS and flights leaving from atlanta to oakland leaving after 5 pm EOS,O O O O O B-fromloc.city_name O B-toloc.city_name O B-depart_time.time_relative B-depart_time.time I-depart_time.time O,atis_flight
train-03054,BOS american airlines from phoenix to denver EOS,O B-airline_name I-airline_name O B-fromloc.city_name O B-toloc.city_name O,atis_flight
train-02714,BOS what flights go from newark to boston after 1024 in the morning EOS,O O O O O B-fromloc.city_name O B-toloc.city_name B-depart_time.time_relative B-depart_time.time O O B-depart_time.period_of_day O,atis_flight
train-02887,BOS please give me the flights from denver to pittsburgh which leave in the morning on july second EOS,O O O O O O O B-fromloc.city_name O B-toloc.city_name O O O O B-depart_time.period_of_day O B-depart_date.month_name B-depart_date.day_number O,atis_flight
train-03286,BOS what are the afternoon flights from denver to san francisco EOS,O O O O B-depart_time.period_of_day O O B-fromloc.city_name O B-toloc.city_name I-toloc.city_name O,atis_flight
train-03757,BOS i'd like to book two flights to westchester county EOS,O O O O O O O O B-toloc.city_name I-toloc.city_name O,atis_flight
train-02402,BOS okay and can you tell me for flights departing from dallas to philadelphia the latest flight you would have departing from dallas to philadelphia EOS,O O O O O O O O O O O B-fromloc.city_name O B-toloc.city_name O B-flight_mod O O O O O O B-fromloc.city_name O B-toloc.city_name O,atis_flight
train-00719,BOS show me times for flights from san francisco to atlanta EOS,O O O B-flight_time O O O B-fromloc.city_name I-fromloc.city_name O B-toloc.city_name O,atis_flight_time
train-00458,BOS what is the seating capacity for aircraft l10 EOS,O O O O O O O O B-aircraft_code O,atis_capacity
train-03268,BOS show flights tuesday evening from milwaukee to st. louis EOS,O O O B-depart_date.day_name B-depart_time.period_of_day O B-fromloc.city_name O B-toloc.city_name I-toloc.city_name O,atis_flight
train-03091,BOS is there an american airlines flight in the evening from dallas to san francisco EOS,O O O O B-airline_name I-airline_name O O O B-depart_time.period_of_day O B-fromloc.city_name O B-toloc.city_name I-toloc.city_name O,atis_flight
train-00421,BOS and how can i get to the boston airport from downtown boston EOS,O O O O O O O O B-toloc.airport_name I-toloc.airport_name O O B-fromloc.city_name O,atis_ground_service
train-00858,BOS ground transportation for st. paul EOS,O O O O B-city_name I-city_name O,atis_ground_service
train-02584,BOS show me all the cheapest fares from new york to miami leaving on tuesday EOS,O O O O O B-cost_relative O O B-fromloc.city_name I-fromloc.city_name O B-toloc.city_name O O B-depart_date.day_name O,atis_airfare
train-01088,BOS show me flights from washington dc to san francisco with a stopover in denver EOS,O O O O O B-fromloc.city_name B-fromloc.state_code O B-toloc.city_name I-toloc.city_name O O O O B-stoploc.city_name O,atis_flight
train-02477,BOS what is the last flight from san francisco to boston this wednesday EOS,O O O O B-flight_mod O O B-fromloc.city_name I-fromloc.city_name O B-toloc.city_name O B-depart_date.day_name O,atis_flight
train-01549,BOS is there a united flight from baltimore to san francisco on the morning of august twenty seventh EOS,O O O O B-airline_name O O B-fromloc.city_name O B-toloc.city_name I-toloc.city_name O O B-depart_time.period_of_day O B-depart_date.month_name B-depart_date.day_number I-depart_date.day_number O,atis_flight
train-04004,BOS i need information on flight from atlanta to denver EOS,O O O O O O O B-fromloc.city_name O B-toloc.city_name O,atis_flight
train-01978,BOS what are the coach fares for flights from charlotte to newark tuesday evening EOS,O O O O B-class_type O O O O B-fromloc.city_name O B-toloc.city_name B-depart_date.day_name B-depart_time.period_of_day O,atis_airfare
train-01637,BOS what is airline wn EOS,O O O O B-airline_code O,atis_airline
train-03637,BOS list flights from philadelphia to san francisco thursday EOS,O O O O B-fromloc.city_name O B-toloc.city_name I-toloc.city_name B-depart_date.day_name O,atis_flight
train-00994,BOS find the earliest breakfast flight from boston to oakland EOS,O O O B-flight_mod B-meal_description O O B-fromloc.city_name O B-toloc.city_name O,atis_flight
train-03419,BOS i'd like information on all the flights from san francisco to pittsburgh on tuesday EOS,O O O O O O O O O B-fromloc.city_name I-fromloc.city_name O B-toloc.city_name O B-depart_date.day_name O,atis_flight
train-00780,BOS what is the least expensive fare from baltimore to san francisco leaving on september thirtieth EOS,O O O O B-cost_relative I-cost_relative O O B-fromloc.city_name O B-toloc.city_name I-toloc.city_name O O B-depart_date.month_name B-depart_date.day_number O,atis_airfare
train-04021,BOS could you show me all flights from montreal to charlotte EOS,O O O O O O O O B-fromloc.city_name O B-toloc.city_name O,atis_flight
train-02732,BOS i need a flight from toronto to newark one way leaving wednesday evening or thursday morning EOS,O O O O O O B-fromloc.city_name O B-toloc.city_name B-round_trip I-round_trip O B-depart_date.day_name B-depart_time.period_of_day O B-depart_date.day_name B-depart_time.period_of_day O,atis_flight
train-04111,BOS now show me the flights from pittsburgh to baltimore EOS,O O O O O O O B-fromloc.city_name O B-toloc.city_name O,atis_flight
train-04158,BOS i would like to see the flights from denver to philadelphia EOS,O O O O O O O O O B-fromloc.city_name O B-toloc.city_name O,atis_flight
train-01699,BOS show me a list of flights from boston to atlanta leaving after noon and arriving before 7 pm EOS,O O O O O O O O B-fromloc.city_name O B-toloc.city_name O B-depart_time.time_relative B-depart_time.time O O B-arrive_time.time_relative B-arrive_time.time I-arrive_time.time O,atis_flight
train-03845,BOS flight information from denver to san francisco EOS,O O O O B-fromloc.city_name O B-toloc.city_name I-toloc.city_name O,atis_flight
train-00937,BOS i'd like to go from st. paul to kansas city on friday with a meal EOS,O O O O O O B-fromloc.city_name I-fromloc.city_name O B-toloc.city_name I-toloc.city_name O B-depart_date.day_name O O B-meal O,atis_flight
train-02189,BOS what flights go from philadelphia to san francisco via dallas EOS,O O O O O B-fromloc.city_name O B-toloc.city_name I-toloc.city_name O B-stoploc.city_name O,atis_flight
train-00762,BOS what are the flights on thursday leaving from st. paul minnesota to st. louis EOS,O O O O O O B-depart_date.day_name O O B-fromloc.city_name I-fromloc.city_name B-fromloc.state_name O B-toloc.city_name I-toloc.city_name O,atis_flight
train-01265,BOS list all flights arriving and departing at general mitchell international EOS,O O O O O O O O B-fromloc.airport_name I-fromloc.airport_name I-fromloc.airport_name O,atis_flight
train-00367,BOS list the airports in la EOS,O O O O O B-city_name O,atis_airport
train-01929,BOS i need a first class ticket on united airlines from denver to baltimore scheduled for december seventeenth EOS,O O O O B-class_type I-class_type O O B-airline_name I-airline_name O B-fromloc.city_name O B-toloc.city_name O O B-depart_date.month_name B-depart_date.day_number O,atis_airfare
train-02309,BOS show me the flights from denver to san diego leaving after 5 pm EOS,O O O O O O B-fromloc.city_name O B-toloc.city_name I-toloc.city_name O B-depart_time.time_relative B-depart_time.time I-depart_time.time O,atis_flight
train-02122,BOS what about a flight from boston to san francisco stopping in denver EOS,O O O O O O B-fromloc.city_name O B-toloc.city_name I-toloc.city_name O O B-stoploc.city_name O,atis_flight
train-01670,BOS show flights from cleveland to miami that arrive before 4 pm EOS,O O O O B-fromloc.city_name O B-toloc.city_name O O B-arrive_time.time_relative B-arrive_time.time I-arrive_time.time O,atis_flight
train-03198,BOS what flights leave from cincinnati in the morning and arrive in tampa EOS,O O O O O B-fromloc.city_name O O B-depart_time.period_of_day O O O B-toloc.city_name O,atis_flight
train-02107,BOS the flights from ontario to westchester that stop in chicago EOS,O O O O B-fromloc.city_name O B-toloc.city_name O O O B-stoploc.city_name O,atis_flight
train-03538,BOS list all united flights from boston to san francisco EOS,O O O B-airline_name O O B-fromloc.city_name O B-toloc.city_name I-toloc.city_name O,atis_flight
train-00759,BOS i need a flight from montreal quebec to san diego california leaving this sunday EOS,O O O O O O B-fromloc.city_name B-fromloc.state_name O B-toloc.city_name I-toloc.city_name B-toloc.state_name O B-depart_date.date_relative B-depart_date.day_name O,atis_flight
train-02120,BOS all united airlines flights with stopovers in denver EOS,O O B-airline_name I-airline_name O O O O B-stoploc.city_name O,atis_flight
train-01329,BOS i need flight information leaving atlanta and arriving in baltimore for monday EOS,O O O O O O B-fromloc.city_name O O O B-toloc.city_name O B-arrive_date.day_name O,atis_flight
train-01005,BOS what is the latest flight from baltimore to oakland that serves dinner EOS,O O O O B-flight_mod O O B-fromloc.city_name O B-toloc.city_name O O B-meal_description O,atis_flight
train-01654,BOS what airline is as EOS,O O O O B-airline_code O,atis_airline
train-03126,BOS cleveland to nashville flight friday morning EOS,O B-fromloc.city_name O B-toloc.city_name O B-depart_date.day_name B-depart_time.period_of_day O,atis_flight
train-03069,BOS does american airlines fly from pittsburgh to atlanta EOS,O O B-airline_name I-airline_name O O B-fromloc.city_name O B-toloc.city_name O,atis_flight
train-03136,BOS morning flight from atlanta to philadelphia EOS,O B-depart_time.period_of_day O O B-fromloc.city_name O B-toloc.city_name O,atis_flight
train-02750,BOS round trip flights between new york and miami EOS,O B-round_trip I-round_trip O O B-fromloc.city_name I-fromloc.city_name O B-toloc.city_name O,atis_flight
train-02526,BOS what is the earliest flight in the morning leaving boston for baltimore EOS,O O O O B-flight_mod O O O B-depart_time.period_of_day O B-fromloc.city_name O B-toloc.city_name O,atis_flight
train-02743,BOS i would like to make a one way flight from boston to atlanta EOS,O O O O O O O B-round_trip I-round_trip O O B-fromloc.city_name O B-toloc.city_name O,atis_flight
train-02403,BOS what is the earliest flight from boston to washington EOS,O O O O B-flight_mod O O B-fromloc.city_name O B-toloc.city_name O,atis_flight
train-02609,BOS what is the cheapest one way flight from atlanta to boston EOS,O O O O B-cost_relative B-round_trip I-round_trip O O B-fromloc.city_name O B-toloc.city_name O,atis_flight
train-01658,BOS find travel arrangements for a round trip flight from dallas to pittsburgh arriving after 8 pm EOS,O O O O O O B-round_trip I-round_trip O O B-fromloc.city_name O B-toloc.city_name O B-arrive_time.time_relative B-arrive_time.time I-arrive_time.time O,atis_flight
train-01551,BOS show me flights which leave from boston on july twenty second arriving in pittsburgh EOS,O O O O O O O B-fromloc.city_name O B-depart_date.month_name B-depart_date.day_number I-depart_date.day_number O O B-toloc.city_name O,atis_flight
train-03270,BOS flight from denver to san francisco in the afternoon EOS,O O O B-fromloc.city_name O B-toloc.city_name I-toloc.city_name O O B-depart_time.period_of_day O,atis_flight
train-02473,BOS can you give me the latest flight from atlanta to denver on july seventh EOS,O O O O O O B-flight_mod O O B-fromloc.city_name O B-toloc.city_name O B-depart_date.month_name B-depart_date.day_number O,atis_flight
train-00182,BOS is there taxi service at the ontario airport EOS,O O O B-transport_type I-transport_type O O B-airport_name I-airport_name O,atis_ground_service
train-01923,BOS show me the first class fares from boston to denver EOS,O O O O B-class_type I-class_type O O B-fromloc.city_name O B-toloc.city_name O,atis_airfare
train-00750,BOS list flights from ontario california to orlando florida EOS,O O O O B-fromloc.city_name B-fromloc.state_name O B-toloc.city_name B-toloc.state_name O,atis_flight
train-03394,BOS list flights from san francisco to denver on friday EOS,O O O O B-fromloc.city_name I-fromloc.city_name O B-toloc.city_name O B-depart_date.day_name O,atis_flight
train-03282,BOS list flights from chicago to kansas city in the morning EOS,O O O O B-fromloc.city_name O B-toloc.city_name I-toloc.city_name O O B-depart_time.period_of_day O,atis_flight
train-01339,BOS list all flights on continental leaving denver and arriving at chicago on monday before noon EOS,O O O O O B-airline_name O B-fromloc.city_name O O O B-toloc.city_name O B-arrive_date.day_name B-arrive_time.time_relative B-arrive_time.time O,atis_flight
train-00162,BOS may i have a listing of flight numbers from columbus ohio to minneapolis minnesota on monday EOS,O O O O O O O O O O B-fromloc.city_name B-fromloc.state_name O B-toloc.city_name B-toloc.state_name O B-depart_date.day_name O,atis_flight_no
train-01499,BOS what do you have on monday from dallas fort worth to oakland california EOS,O O O O O O B-depart_date.day_name O B-fromloc.city_name I-fromloc.city_name I-fromloc.city_name O B-toloc.city_name B-toloc.state_name O,atis_flight
train-00758,BOS i want a flight on continental airlines leaving san francisco california arriving pittsburgh pennsylvania EOS,O O O O O O B-airline_name I-airline_name O B-fromloc.city_name I-fromloc.city_name B-fromloc.state_name O B-toloc.city_name B-toloc.state_name O,atis_flight
train-02919,BOS price of flight from cleveland to nashville EOS,O O O O O B-fromloc.city_name O B-toloc.city_name O,atis_airfare
train-03941,BOS show me all flights from toronto EOS,O O O O O O B-fromloc.city_name O,atis_flight
train-02355,BOS show me flights from boston to pittsburgh after 1700 hours on wednesday EOS,O O O O O B-fromloc.city_name O B-toloc.city_name B-depart_time.time_relative B-depart_time.time I-depart_time.time O B-depart_date.day_name O,atis_flight
train-02096,BOS all northwest and united airlines flights with stopovers in denver EOS,O O B-airline_name O B-airline_name I-airline_name O O O O B-stoploc.city_name O,atis_flight
train-03872,BOS i need a flight from boston to pittsburgh EOS,O O O O O O B-fromloc.city_name O B-toloc.city_name O,atis_flight
train-02766,BOS could you please give me the round trip fare from denver to atlanta EOS,O O O O O O O B-round_trip I-round_trip O O B-fromloc.city_name O B-toloc.city_name O,atis_airfare
train-01220,BOS what type of aircraft is used flying from atlanta to denver before 12 noon EOS,O O O O O O O O O B-fromloc.city_name O B-toloc.city_name B-depart_time.time_relative B-depart_time.time I-depart_time.time O,atis_aircraft
train-03488,BOS show me the flights from salt lake city to milwaukee EOS,O O O O O O B-fromloc.city_name I-fromloc.city_name I-fromloc.city_name O B-toloc.city_name O,atis_flight
train-03888,BOS i would like some information on flights leaving boston to atlanta EOS,O O O O O O O O O B-fromloc.city_name O B-toloc.city_name O,atis_flight
train-03672,BOS show me flights from philadelphia to oakland on friday EOS,O O O O O B-fromloc.city_name O B-toloc.city_name O B-depart_date.day_name O,atis_flight
train-01916,BOS show me flights with first class reservations from san francisco to pittsburgh for monday EOS,O O O O O B-class_type I-class_type O O B-fromloc.city_name I-fromloc.city_name O B-toloc.city_name O B-depart_date.day_name O,atis_flight
train-00773,BOS show me the least expensive flight from miami to cleveland on sunday after noon EOS,O O O O B-cost_relative I-cost_relative O O B-fromloc.city_name O B-toloc.city_name O B-depart_date.day_name B-depart_time.time_relative B-depart_time.time O,atis_flight
train-03557,BOS give me the continental flights from seattle EOS,O O O O B-airline_name O O B-fromloc.city_name O,atis_flight
train-01165,BOS what is the round trip fare on continental 1291 from dallas to san francisco and return EOS,O O O O B-round_trip I-round_trip O O B-airline_name B-flight_number O B-fromloc.city_name O B-toloc.city_name I-toloc.city_name O B-round_trip O,atis_airfare
train-02470,BOS what is the latest flight leaving las vegas for ontario EOS,O O O O B-flight_mod O O B-fromloc.city_name I-fromloc.city_name O B-toloc.city_name O,atis_flight
train-02744,BOS show me the round trip tickets from baltimore to atlanta EOS,O O O O B-round_trip I-round_trip O O B-fromloc.city_name O B-toloc.city_name O,atis_airfare
train-04215,BOS i need a flight from baltimore to seattle EOS,O O O O O O B-fromloc.city_name O B-toloc.city_name O,atis_flight
train-01074,BOS please show me the flights from washington dc to san francisco california EOS,O O O O O O O B-fromloc.city_name B-fromloc.state_code O B-toloc.city_name I-toloc.city_name B-toloc.state_name O,atis_flight
train-03770,BOS can you list all the flights between phoenix and las vegas EOS,O O O O O O O O B-fromloc.city_name O B-toloc.city_name I-toloc.city_name O,atis_flight
train-04126,BOS could i have flight information on flights from pittsburgh to phoenix please EOS,O O O O O O O O O B-fromloc.city_name O B-toloc.city_name O O,atis_flight
train-01428,BOS what is american's last flight from boston to washington dc on july twenty first EOS,O O O B-airline_name B-flight_mod O O B-fromloc.city_name O B-toloc.city_name B-toloc.state_code O B-depart_date.month_name B-depart_date.day_number I-depart_date.day_number O,atis_flight
train-01806,BOS list airlines serving between denver and san francisco EOS,O O O O O B-fromloc.city_name O B-toloc.city_name I-toloc.city_name O,atis_airline
train-00013,BOS show me the ground transportation schedule in san francisco on thursday evening EOS,O O O O O O O O B-city_name I-city_name O B-day_name B-period_of_day O,atis_ground_service
train-03654,BOS what flights are available saturday to san francisco from dallas EOS,O O O O O B-depart_date.day_name O B-toloc.city_name I-toloc.city_name O B-fromloc.city_name O,atis_flight
train-00633,BOS is there a flight departing from san francisco and arriving in oakland on november seventh in the evening EOS,O O O O O O O B-fromloc.city_name I-fromloc.city_name O O O B-toloc.city_name O B-arrive_date.month_name B-arrive_date.day_number O O B-arrive_time.period_of_day O,atis_flight
train-04128,BOS give me a list of flights between pittsburgh and baltimore EOS,O O O O O O O O B-fromloc.city_name O B-toloc.city_name O,atis_flight
train-04024,BOS from washington to atlanta EOS,O O B-fromloc.city_name O B-toloc.city_name O,atis_flight
train-03858,BOS i would like to fly from denver to pittsburgh and atlanta EOS,O O O O O O O B-fromloc.city_name O B-toloc.city_name O B-toloc.city_name O,atis_flight
train-00757,BOS list flights from salt lake city utah to phoenix arizona monday EOS,O O O O B-fromloc.city_name I-fromloc.city_name I-fromloc.city_name B-fromloc.state_name O B-toloc.city_name B-toloc.state_name B-depart_date.day_name O,atis_flight
train-01828,BOS round trip houston to las vegas nonstop EOS,O B-round_trip I-round_trip B-fromloc.city_name O B-toloc.city_name I-toloc.city_name B-flight_stop O,atis_flight
train-02378,BOS what is the earliest flight that eastern has between boston and washington EOS,O O O O B-flight_mod O O B-airline_name O O B-fromloc.city_name O B-toloc.city_name O,atis_flight
train-01045,BOS please give me a flight leaving boston going to washington arriving in washington at 5 o'clock in the afternoon EOS,O O O O O O O B-fromloc.city_name O O B-toloc.city_name O O B-toloc.city_name O B-arrive_time.time I-arrive_time.time O O B-arrive_time.period_of_day O,atis_flight
train-01214,BOS kindly give me the type of aircraft used to fly from atlanta to denver EOS,O O O O O O O O O O O O B-fromloc.city_name O B-toloc.city_name O,atis_aircraft
train-03481,BOS i need a flight from san francisco to pittsburgh from pittsburgh to new york and then new york to san francisco EOS,O O O O O O B-fromloc.city_name I-fromloc.city_name O B-toloc.city_name O B-fromloc.city_name O B-toloc.city_name I-toloc.city_name O O B-fromloc.city_name I-fromloc.city_name O B-toloc.city_name I-toloc.city_name O,atis_flight
train-00346,BOS how far is oakland airport from downtown EOS,O O O O B-fromloc.airport_name I-fromloc.airport_name O O O,atis_distance
train-01399,BOS okay on the following wednesday i'd like to go from memphis to cincinnati as early as possible EOS,O O O O B-depart_date.date_relative B-depart_date.day_name O O O O O B-fromloc.city_name O B-toloc.city_name O O O O O,atis_flight
train-03897,BOS i wish to fly from boston to washington please find an airline for me EOS,O O O O O O B-fromloc.city_name O B-toloc.city_name O O O O O O O,atis_flight
train-00293,BOS flights and fares from denver to oakland EOS,O O O O O B-fromloc.city_name O B-toloc.city_name O,atis_flight#atis_airfare
train-04043,BOS what flights from miami to indianapolis EOS,O O O O B-fromloc.city_name O B-toloc.city_name O,atis_flight
train-01621,BOS what is airline dl EOS,O O O O B-airline_code O,atis_airline
train-01123,BOS i would like to fly from boston to baltimore what time are the flights in the afternoon EOS,O O O O O O O B-fromloc.city_name O B-toloc.city_name O B-flight_time O O O O O B-depart_time.period_of_day O,atis_flight
train-00045,BOS flights from newark new jersey to cleveland ohio EOS,O O O B-fromloc.city_name B-fromloc.state_name I-fromloc.state_name O B-toloc.city_name B-toloc.state_name O,atis_flight
train-01561,BOS give me the cheapest round trip flights from indianapolis to orlando around december twenty fifth EOS,O O O O B-cost_relative B-round_trip I-round_trip O O B-fromloc.city_name O B-toloc.city_name B-depart_time.time_relative B-depart_date.month_name B-depart_date.day_number I-depart_date.day_number O,atis_flight
train-04051,BOS how do i get from boston to pittsburgh EOS,O O O O O O B-fromloc.city_name O B-toloc.city_name O,atis_flight
train-00094,BOS i'd like a red eye flight from new york to los angeles on saturday evening on us air EOS,O O O O B-flight_mod I-flight_mod O O B-fromloc.city_name I-fromloc.city_name O B-toloc.city_name I-toloc.city_name O B-depart_date.day_name B-depart_time.period_of_day O B-airline_name I-airline_name O,atis_flight
train-04032,BOS what flights are there from newark to tampa EOS,O O O O O O B-fromloc.city_name O B-toloc.city_name O,atis_flight
train-02386,BOS find me the latest flight leaving atlanta august seventh and arriving in denver EOS,O O O O B-flight_mod O O B-fromloc.city_name B-depart_date.month_name B-depart_date.day_number O O O B-toloc.city_name O,atis_flight
train-03524,BOS list united flights from denver to san francisco on wednesdays EOS,O O B-airline_name O O B-fromloc.city_name O B-toloc.city_name I-toloc.city_name O B-depart_date.day_name O,atis_flight
